episode,reward,running_avg,steps
469,232.68063318811775,40.71351529255847,430
470,210.07428865793813,44.67209638327365,426
471,115.58220755849607,52.19811156502033,762
472,212.39844415041998,57.61095946497949,555
473,-43.30983460260814,55.00639046201666,130
474,112.37094886720999,56.260448291802135,899
475,194.74869827498918,55.866984250418035,448
476,14.63233230595304,51.70227697800304,1000
477,-47.28713630040198,46.88854816618995,1000
478,-4.48092875764047,42.419794687152084,84
479,43.3641140281284,42.079212893324566,1000
480,209.59451574431316,46.935675165226456,356
481,18.478592702815305,45.721174068053834,139
482,19.147839691142803,41.927388070768664,1000
483,207.6844590741909,45.57762909925139,498
484,-42.629087768768116,45.19695662757111,1000
485,-19.456081708846526,44.78135733337851,1000
486,225.3737519533937,50.07588537509205,281
487,-223.22531051403928,41.804947606925396,143
488,176.81427200682842,41.438448585542865,427
489,145.80145178734176,44.64249968654879,583
490,-30.898195141112808,41.26243346075212,88
491,127.08637673638603,44.24093248288836,872
492,173.0793972812603,48.113163496186715,317
493,-46.4799079275319,45.41006836721388,84
494,-41.120421808465466,41.132537109150505,99
495,190.1723040897574,43.22763632326125,597
496,-1.5551713527470383,45.367019198628654,281
497,-107.93080128943834,39.63587557088558,242
498,-41.5731732982794,39.903669291541995,151
499,-108.31175450289338,39.36572679502499,123
500,-99.15640745794997,39.52291507554569,348
501,166.67523120022457,44.43940575779866,980
502,230.32679334626172,51.53408337050116,566
503,-143.43804571306944,49.90692078982111,898
504,181.27533047159935,54.8938626956374,783
505,162.64833340000885,55.036242029450236,728
506,-24.18418104604619,56.462828976536194,166
507,-35.2179498271678,53.089417687627915,104
508,211.05826590327888,54.12648928279591,516
509,215.95598399771478,59.58472249604345,505
510,230.97091173052868,65.36837717928722,210
511,-131.30713334915754,59.095870237781334,254
512,-2.38637043982375,59.2265216573456,80
513,151.20574456108608,61.61802083376137,799
514,170.21970121782837,65.1797509691046,559
515,-12.207618599674774,66.01418422944091,68
516,238.78241359207775,72.85649805977336,417
517,180.20540366762467,74.37875302485145,328
518,161.9997777930141,74.48506015148537,641
519,225.74949606996836,74.34643740912237,307
520,-26.30493098806639,69.61885301620228,86
521,-2.632197456425658,67.25456491590386,156
522,-70.01022434638604,61.60639154596773,135
523,-39.70284311652829,61.67853137568934,77
524,-30.487824569121955,58.82135590696269,289
525,15.32482740258277,55.232878489514555,73
526,3.191587585964129,55.00406359511478,118
527,-124.66433604132793,53.456519600296254,727
528,237.96739977348665,58.3054861709188,614
529,-26.11543315279161,56.9158952273004,197
530,-48.36181893838872,51.75676853364637,89
531,-14.724195872788357,51.0927127621343,262
532,194.82745193189055,54.60630500694924,479
533,-57.423764687656785,49.304140531712285,99
534,171.0786828884984,53.57829594485762,626
535,-89.6302537774541,52.17481250348547,62
536,-48.91297887504467,46.6890778869167,89
537,-80.4900000481278,49.54378409623493,118
538,-5.103478338206179,45.90542908933424,1000
539,188.4946790202696,46.7592936339928,405
540,-18.856979085775915,47.00011795509953,1000
541,80.30767196442119,46.06454385966024,917
542,-40.33227569782076,41.79631040007862,70
543,-45.33501430827165,41.819208272463825,77
544,-42.803898640186475,41.785538735829405,79
545,-43.322719859650476,37.11563825684125,611
546,-86.10735031933342,35.42459467750952,94
547,221.41368400073526,42.01148438331299,409
548,-47.6492335457837,41.889963178362905,216
549,-10.418749264821145,43.84782328312434,423
550,-57.17483195119131,44.68745479325952,84
551,-45.5506897991104,40.44293637327282,63
552,-37.77130523493966,35.080974401648795,273
553,-1.6744878072333016,37.916245559765514,1000
554,-26.10799101975065,33.768579129938516,1000
555,-3.189285597604266,30.45182674998626,1000
556,-22.61464646467182,30.483217441613753,70
557,172.1920615611201,34.6314176693795,520
558,20.177877969392984,30.81380991070179,1000
559,-0.7019847212089161,26.48065053632331,207
560,-50.07720931770101,20.85968811535872,1000
561,-55.21039410443752,22.381622900253113,1000
562,-13.359064636597548,22.162169016317634,1000
563,-44.2069434044536,18.253915257006845,1000
564,2.333766646049431,14.896196565571259,1000
565,-74.6168109858542,13.648012717847669,1000
566,16.97978058303113,9.211960057666735,224
567,192.05281706382863,9.44890832559082,255
568,-94.32195535265645,4.322473662677412,95
569,-14.863772496138154,-0.4897917086447201,228
570,-41.03319243809343,-0.7843569376452603,1000
571,-128.03779179101403,-3.2924688243370284,165
572,-2.7683363776342276,-1.9476310649619921,219
573,213.47738202434107,3.1159734378553963,242
574,-139.55788379776573,0.9345722532825212,107
575,9.062413232784408,0.8093239698865529,207
576,-33.00860514983978,0.08532011517047444,1000
577,-19.730320254735908,2.1840004309023153,1000
578,-48.38354526552581,-3.5430184698779352,1000
579,2.3311058916949605,-2.9740876889882055,1000
580,-131.80090192215496,-4.642869348663529,160
581,-43.09054705524989,-5.210196372312757,1000
582,-9.303961541055322,-9.292824641771675,1000
583,-29.43254748383088,-8.733000297695158,1000
584,-34.80749504052582,-12.850723856275643,1000
585,-99.30258809545153,-13.04417054263559,233
586,-44.640765138960276,-12.958726267913901,1000
587,-0.7708023054009145,-11.364342313059367,1000
588,2.1417045341953136,-11.219438655611338,1000
589,-34.86774758593301,-15.686687187735387,1000
590,-8.561060718093815,-15.480768820381746,1000
591,16.888786261323915,-16.749146534443693,371
592,-49.82015295204443,-16.938904079528164,1000
593,-34.13506893415784,-16.71490517204589,1000
594,-33.8829504305601,-16.53648620785336,1000
595,-32.36413130871677,-16.317314436834685,1000
596,-14.119163776457116,-14.877550705977164,1000
597,-34.260708090435394,-19.99103854780057,1000
598,-18.233062570293498,-19.402715128290765,1000
599,-12.988128701559816,-19.45410271702554,174
600,-21.7915681927832,-18.746437441857378,1000
601,-41.19898303919204,-18.659403306659016,1000
602,-2.4264861734347862,-17.95250692542892,1000
603,-32.52492907687395,-18.569515750821733,1000
604,-7.945600374846137,-18.206267937923645,168
605,-35.6569896115092,-18.855622018201743,1000
606,-271.5793831325183,-23.83491675155867,363
607,-30.12954187267478,-27.881348820234564,154
608,13.808761238503203,-28.00873115485236,1000
609,-29.831180381908407,-28.591315068066347,1000
610,-33.928830568541855,-28.268347493083166,153
611,-44.21868006851448,-28.048513212364703,1000
612,-75.86110431395115,-29.29855400591178,1000
613,-4.703534180494188,-28.50848582143259,1000
